_id,created_at,full_text,id,polarity,sentiment,subjectivity,user
635002a82910532203475586,2022-10-18T00:00:00.000Z,"#Florida father and teen son opened fire on random woman they thought was a burglar: police
https://t.co/gEARnIydaM
#USA #guns #GUNviolence #GunSenseNow #gunnuts #firearms #RepublicansAreTheProblem",1582490760384958464,-0.25,plutôt négatif,0.25,24387693
635002a82910532203475587,2022-10-18T00:00:00.000Z,I have not heard @JDVance1 and @TimRyan talk about #GUNviolence in their ads... #Dayton needs to hear!,1582487697444474880,0,mitigé/informatif,0,2194952058
635002a82910532203475585,2022-10-18T00:00:00.000Z,"@Liz_Wheeler But the @gop is ok with Children getting killed in schools! The NRA owns you all.....
#gunviolence #guncontrol",1582493982549889024,0.125,mitigé/informatif,0.25,1052047650
635002a82910532203475588,2022-10-18T00:00:00.000Z,". #update 🎥 .@PhillyPolice are looking for two men after a shooting on a crowded city sidewalk that miraculously left no one inured. 

The shooting happened back on Oct. 12 on the corner of 52nd and Arch streets. #Video #shooting #gunviolence #lawlessness #EnoughlsEnough https://t.co/8OCvuiGOGf",1582485349494042633,0,mitigé/informatif,0,807375693159993344
635002a82910532203475583,2022-10-18T00:00:00.000Z,"VOTE EARLY and #GetOutTheVote!  
Check out when you can vote.

Plan your vote at https://t.co/dWvL5suUV0

#ClimateChange #BlackLivesMatter #RoevWade #GunControl #Ukraine #Economy #Democracy https://t.co/EdGmnFbesY",1582496700471554048,0.125,mitigé/informatif,0.3,17158610
635002a8291053220347558a,2022-10-18T00:00:00.000Z,18/18!! Never mess with this girl!! But seriously how are ordinary Americans not scared of owning #guns . I was petrified the whole time and more averse now! How deep is the American paranoia that it takes over the human fear of weapons which can kill another human? #guncontrol https://t.co/c6C0h1Hn84,1582480875597582337,0.04204282407407408,mitigé/informatif,0.31574074074074077,55828179
635002a82910532203475589,2022-10-18T00:00:00.000Z,"My take on the 'Supreme' Court. #AbortionIsHealthcare #WomensRights #WomensHealth #guncontrol #supremecourt #AbortionBan #abortion #LGBT 
https://t.co/wSfKuDMGQg",1582483050898001920,0,mitigé/informatif,0,760545604489580544
635002a8291053220347558b,2022-10-18T00:00:00.000Z,@GibsonKissel Yeah. For once vote for what is right guncontrol &amp; abortion rights. #VoteBlue,1582479533751820288,0.2857142857142857,plutôt positif,0.5357142857142857,1573398668375457792
635002a8291053220347558c,2022-10-18T00:00:00.000Z,"#guncontrol #propaganda  

No, the firearm was never pointed at the boy.

No, permit-less does not enable any criminal in any state, Georgia included, to carry a firearm of any type.

This is a desperate person about to become a 2 time loser spreading lies. 

@staceyabrams https://t.co/oJs1gmADqM",1582478319693725696,-0.3666666666666667,plutôt négatif,0.5499999999999999,50617013
635002a8291053220347558d,2022-10-18T00:00:00.000Z,"Since when did instructor start pointing loaded firearms at students, when about this training is appropriate #2abpro #gun #gunsandroses #Training #UkraineWar #ThisIsNotAnExcuse #GUNviolence #stupidity @outsiderJUSA @_Gun_Lover @BritGuns @BGOmag @gunpolicy #felonwithfirearms #fyp https://t.co/4H0YtOZixr",1582477061137891329,-0.04999999999999999,mitigé/informatif,0.75,1188635839032676354
635002a8291053220347558e,2022-10-18T00:00:00.000Z,"40,000 Americans die each year from #gunviolence. But twice that many – 80,000 people – survive, with many facing years of debilitating pain and medical care that costs billions of dollars each year. New research shows just who’s paying for all that care. https://t.co/LKYkItgLoj",1582476954631958528,0.28409090909090906,plutôt positif,0.36363636363636365,52426212
635002a82910532203475590,2022-10-18T00:00:00.000Z,Go vote and bring a friend! ⁦@senatorjen⁩ ⁦@staceyabrams⁩ ⁦@SenatorWarnock⁩ ⁦@BeeForGeorgia⁩ ⁦@Marcus4Georgia⁩ ⁦@lucymcbath⁩ #voteblue #reproductiverights #savedemocracy #gunviolence https://t.co/8Glis9Bcma,1582468030260338688,0,mitigé/informatif,0,333680644
635002a8291053220347558f,2022-10-18T00:00:00.000Z,This is #Texas’ answer to #gunviolence in schools &amp; to collect volunteered data on kids that might be used beyond its stated purpose. #Uvalde #schools #k12 #privacy https://t.co/OE8m3UQzjn,1582472015851593728,0,mitigé/informatif,0,88084666
635002a82910532203475591,2022-10-18T00:00:00.000Z,"Revision:

a cacophony
of horns and tire screeches ...
two fathers 
in a road-rage gunfight
shoot each other's daughters

https://t.co/G6PZtVKBA9 #Florida #RoadRage #GunViolence #tanka #poetry #micropoetry #poem #USA #Politics #GunControl #GunReformNow",1582467515309232128,-0.125,mitigé/informatif,0.375,58919084
635002a82910532203475592,2022-10-18T00:00:00.000Z,"Walsh County Caucasian arrested for terrorizing for allegedly pointing a gun at kids #nd #guncontrol #2a 

https://t.co/cwznszJIks",1582464670044037121,-0.1,mitigé/informatif,0.1,469908168
635002a82910532203475593,2022-10-18T00:00:00.000Z,@RepTedBudd supports @NRA gun policy which leads to this. #GUNviolence #UvaldeMassacre #Raleigh #Charlottesville #massshootings @CheriBeasleyNC will stand up. https://t.co/Xtxhs8OUOO,1582463837395357696,0,mitigé/informatif,0,1252758240
635002a82910532203475594,2022-10-18T00:00:00.000Z,"Missouri law says it’s okay to shoot an unarmed person in the back while he fights with your friend? #missouri #guncontrol #2a #dgu @EschewObfuse @Well_Regulated_ 
https://t.co/nducJQU6RL",1582457623349059584,0.25,plutôt positif,0.25,469908168
635002a82910532203475595,2022-10-18T00:00:00.000Z,This is fucked up and makes me literally sick to my stomach. #AbbottFailedTexas #UvaldeMassacre #gunviolence #election https://t.co/GMKyyxH8qX,1582457222696620032,-0.6571428571428571,très négatif,0.7785714285714285,551388444
635002a82910532203475596,2022-10-18T00:00:00.000Z,"Well I think parents who teach their kids to use weapons are committing child abuse &amp; they should get locked up. #TransRightsAreHumanRights
#GUNviolence
https://t.co/fQQ4ds4I6m",1582452280980574208,0,mitigé/informatif,0,826238164046118913
635002a82910532203475597,2022-10-18T00:00:00.000Z,"Thank God it was empty
 ""one of the bullets tore through a baby's car seat in the back of the car and got lodged in the driver's seat"" #guncontrol 👇
Florida father &amp; son who police say shot 7 times at an innocent woman: 'What kind of craziness is that?' https://t.co/tJ4tKNEsza",1582452154094170113,0.25,plutôt positif,0.525,829491066265018374
635002a82910532203475598,2022-10-18T00:00:00.000Z,#GunControl does not work. It does not reduce #crime or #violence. You can tell Politicians do not believe in  gun control because their security and secret service still have all the guns they are trying to ban you from owing. #Democrats #2A https://t.co/74VGtzRKRJ,1582450238211518464,-0.4,plutôt négatif,0.7,1351566434342739970
635002a82910532203475599,2022-10-18T00:00:00.000Z,"This bodes VERY WELL for progressive, non-Republican candidates

Let's GOOOOOO!!

Make sure you #VOTE #Georgia!!

#NovemberElections #NeverRepublican #November8th #Midterms #MidtermElections #Midterms2022 #Healthcare #HealthInsurance #ReproductiveRights #WomensRights #GunControl https://t.co/mhAxTAYKFV",1582449330593546240,0.546875,plutôt positif,0.5944444444444444,1562494075592314881
635002a8291053220347559a,2022-10-18T00:00:00.000Z,"@bobforgovernor @GovNedLamont Jesus Christ.

Never have I ever seen such a desperate campaign ad.

#NRAStefanowski is a pro-Trump, anti-choice, racist, sexist #GOPLiar who has an “A” rating from the #NRA.

#Connecticut stands with #SandyHook, not you and #GunViolence.

Your ads are as empty as you seem to be. https://t.co/SftyD6ZX4U",1582448787288907777,-0.2333333333333333,plutôt négatif,0.6666666666666666,1531652666450972672
635002a8291053220347559c,2022-10-18T00:00:00.000Z,"@HappyChichester @RNCResearch Republicans are pro-gun, not pro-life.

#GUNviolence https://t.co/JSoum1f5mb",1582446556816736256,0,mitigé/informatif,0,4491531140
635002a8291053220347559b,2022-10-18T00:00:00.000Z,"@chipfranklin If the democrats treat this like everything else, we will need a permit to carry outside our homes.
Yeah, that’s how silly #guncontrol is. https://t.co/7jeSn9E3DI",1582448437911375873,-0.25,plutôt négatif,0.4625,385519773
635002a8291053220347559d,2022-10-18T00:00:00.000Z,"Sure would make all that tedious and sad work of identifying children's remains go easier.

Because that is what is important. Making it easier on us.
#GUNviolence
https://t.co/rkAIypwQ1W",1582444298531766272,-0.024999999999999994,mitigé/informatif,0.9722222222222222,1139204597518655489
635002a8291053220347559e,2022-10-18T00:00:00.000Z,@TeamCMR Lies are not free speech- inciting violence and division are not free speech. Kids need protection from Big Guns- #GunControl - You Fail Big time where it counts- #womensrights,1582442484038500352,-0.18,mitigé/informatif,0.42000000000000004,1159516868995997696
635002a8291053220347559f,2022-10-18T00:00:00.000Z,"Gun violence, domestic violence, hate crimes from fascist MAGA all must end https://t.co/VMB677wm1S #VoteBlue2022 #taxtheNRA #UkraineWar #IranRevolution #SaveDemocracy #IndieMusic #WorldMentalHealthDay #HumanRights #women #GUNviolence #tuesdayvibe",1582442202856230912,-0.4,plutôt négatif,0.5,1266080314687799296
635002a829105322034755a0,2022-10-18T00:00:00.000Z,"I mean, this is getting ridiculous. Is now a good time to talk about gun control? guncontrol",1582441028782460929,0.018055555555555564,mitigé/informatif,0.7625000000000001,918516319800016896
635002a829105322034755a1,2022-10-18T00:00:00.000Z,"@NewtownAction I do make gun safety a priority.  I carry everyday and I practice everyday and I train with top notch instructors on a regular basis.  

Oh... you might have mean the other gun “safety” a.k.a. #guncontrol",1582440776558346240,-0.05625,mitigé/informatif,0.47323717948717947,50617013
635002a829105322034755a2,2022-10-18T00:00:00.000Z,"Why hadn’t he/they already done that ?  They have had the majority for 2 yrs now.  They could have done that and passed the #VotingRights bills, #RoeVWade and #GunControl laws by now, but they choose not to do anything and now we will paid in the midterms. This is bullshit. https://t.co/ST9rhmOAs8",1582439658406879233,0,mitigé/informatif,0,243968556
635002a829105322034755a3,2022-10-18T00:00:00.000Z,"What's next, free funerals? #StopGunViolence #GUNviolence #SchoolSafety https://t.co/LFrJglGk1h",1582438705255809025,0.2,plutôt positif,0.4,826408395028721664
635002a829105322034755a4,2022-10-18T00:00:00.000Z,"I will never understand the “#ProLife” movement ignoring the tragedy of #GunViolence in schools.

Sickening. https://t.co/7i3hA744YB",1582438523214303233,-0.9,très négatif,1,2887116026
635002a829105322034755a5,2022-10-18T00:00:00.000Z,"Weekend update-Chicago shootings: 31 shot, 8 fatally, in weekend violence, police say https://t.co/cWw78BkyC6 #GunControl",1582437671124619265,0,mitigé/informatif,0,1056344388
635002a829105322034755a6,2022-10-18T00:00:00.000Z,#GunViolence has become the leading cause of death for our children. Now is the time to elect #GunSenseCandidates who can enact stricter gun laws. We may not get another chance. Go to https://t.co/G9jt9xF74L to find your local #GunSense candidates &amp; to make your plan to vote. https://t.co/uok6uja7By,1582436403849625600,0.4,plutôt positif,0.45,483035326
635002a829105322034755a8,2022-10-18T00:00:00.000Z,"What a sad sign of the times and Scary AF. #Guncontrol is what's needed. https://t.co/2VXdgayM4l",1582435795142873088,-0.5,plutôt négatif,1,2296475154
635002a829105322034755a7,2022-10-18T00:00:00.000Z,"Failed at livestream yesterday. Today at 4pm re-cap on my position on responsible gun ownership. Tune in at 4pm EST https://t.co/zEfhmZAVyz
#GunControl #2ndAmendment #Congress2022 https://t.co/IOIkvlBtup",1582435980250087424,-0.15,mitigé/informatif,0.42500000000000004,49069806
635002a829105322034755a9,2022-10-18T00:00:00.000Z,New Album out! #GUNviolence #guncontrol #tedcruzisachunkofshit #goodguywithagun #priceoffreedom https://t.co/egwtLyPVsF,1582433964996059136,0.17045454545454544,mitigé/informatif,0.45454545454545453,323982921
635002a829105322034755aa,2022-10-18T00:00:00.000Z,"Never forgive #JoeManchin or #KyrstenSinema for not supporting a vote for:
#VotingRights  #WomensRights  #LGQBTRights #GunControl #Filibuster #RoeVWade",1582433860474015744,-0.125,mitigé/informatif,0.25,885774648
635002a829105322034755ab,2022-10-18T00:00:00.000Z,Eastern WA #VoteBlue2022 #VoteBlue Watch Natasha Hill Debate Mcmorris Rodgers 10/20/22 on KSPS or local PBS 🌊💙 Spokane Needs change that Rodgers has failed at- #WomensRights #GunControl - Mcmorris says we need to protect kids from Big Tech- How about Big Guns? 🌊🌊💙🇺🇸⚖️ https://t.co/yfLLzNAYwq,1582433801145569280,-0.125,mitigé/informatif,0.125,1159516868995997696
635002a829105322034755ac,2022-10-18T00:00:00.000Z,"@Everytown is hosting ""Faith &amp; Gun Violence Prevention” featuring our own @ShaneClaiborne tomorrow, Oct 19 @ 7pm ET

The webinar will highlight meaningful collaborations btw Everytown, @MomsDemand, &amp; faithful communities to end #gunviolence

Join us: https://t.co/0Ti59dfvBB https://t.co/hX3RjThr4h",1582433327940001792,0.55,plutôt positif,0.75,388403214
635002a829105322034755ad,2022-10-18T00:00:00.000Z,"The .@NRA Supported #guncontrol When the Black Panthers Had the Weapons
https://t.co/4uJZtMn695",1582433146196279297,-0.16666666666666666,mitigé/informatif,0.43333333333333335,50498002
635002a829105322034755ae,2022-10-18T00:00:00.000Z,"@ACurrle You’re 💯 right. I’m not from NC but live in Wilson County. I hate it. I want to move. I need to move. Too many red neck, racist and rogue trump supporters. I do NOT go into Johnston County. Odd how the pd say it is “an accident” yet others are charged with murder. #GUNviolence https://t.co/TRCS0cvYQN",1582433130283118592,-0.007431457431457442,mitigé/informatif,0.4476190476190476,1241029277035962373
635002a829105322034755b0,2022-10-18T00:00:00.000Z,"Governor @KathyHochul is getting illegal guns off of our streets.

@leezeldin isn't brave enough to do that.

#georgearzt
#TeamHochul
#GUNviolence 
#georgearztcommunications https://t.co/bUCbkbbLUI",1582431431971639298,0.10000000000000002,mitigé/informatif,0.6666666666666666,264286728
635002a829105322034755af,2022-10-18T00:00:00.000Z,"#Voters should reject new or incumbent #Congress members refuse to address:

#ReproductionChoices
#ClimateChange
#GunViolence
#PoliceBrutality
#SocialSecurity/#Medicare retention
#PeacefulTransitionOfPower
#RuleOfLaw
#OathOfOffice
#Constitution
#HealthcareEquality

#Vote #Blue",1582431597306839041,0.06818181818181818,mitigé/informatif,0.2772727272727273,1154952166815281157
635002a829105322034755b1,2022-10-18T00:00:00.000Z,"It’s astonishing how anyone can chose guns over the lives of their children. Only in America! The penchant for violence is unrivaled. So many preventable deaths! 😔 
#SayNoToGuns 
#Guns #GUNviolence #Americans #UnitedStates #GunControl #Vote #VoteBlue https://t.co/3P9lhOjQD9",1582430344321859586,0.375,plutôt positif,0.8333333333333334,1106686515395133440
635002a829105322034755b3,2022-10-18T00:00:00.000Z,Woke up this morning to a text from my husband about a shooter at the school he works at. SWAT team there. Followed active shooter protocol in his classroom. Waiting on more details. THIS HAS TO STOP. #GUNviolence #GunReformNow #guns,1582426505791299585,0.18333333333333335,mitigé/informatif,0.55,3161543949
635002a829105322034755b2,2022-10-18T00:00:00.000Z,"Anyone who knows anything about guns knows this isn't true, but for those who don't know any better, these kind of statements are a huge problem. This is how gun-grabbers get their way. Let's set the record straight!

#guns #guncontrol #GunControlNow @POTUS @VP https://t.co/ehMRsUARHw",1582428587793469440,0.42000000000000004,plutôt positif,0.6699999999999999,1582425373408919553
635002a829105322034755b4,2022-10-18T00:00:00.000Z,"Read my latest for @ThePhilaCitizen! 

https://t.co/BfT9ZiUmBY

#Philadelphia #TeenParents #Crime #Philly #GunViolence #SingleMothers #FatherAbsence",1582425771117010944,0.625,très positif,0.9,1201277440183717888
635002a829105322034755b5,2022-10-18T00:00:00.000Z,"This new ruling is disappointing. It now prevents CA from sharing identifying information about gun owners with researchers. The data is necessary to review the effectiveness of #GunViolence Restraining Orders (#GVROs), which I expanded under #AB61. https://t.co/f9H8KqOOHz",1582424552750972930,-0.15454545454545454,mitigé/informatif,0.7181818181818181,877663647656321024
635002a829105322034755b6,2022-10-18T00:00:00.000Z,"The US mid-term elections are less than one month away, and the economy is top of mind for many voters. So is crime and #gunviolence. Indeed, crime may be the critical swing factor in the upcoming mid-terms l 𝗠𝗮𝘂𝗿𝘆 𝗛𝗮𝗿𝗿𝗶𝘀. 
 https://t.co/GUnFVuzYeZ",1582424520916205568,0.20833333333333334,plutôt positif,0.4666666666666667,1217566687848878080
635002a829105322034755b7,2022-10-18T00:00:00.000Z,"This new ruling is disappointing. It now prevents CA from sharing identifying information about gun owners with researchers. The data is necessary to review the effectiveness of #GunViolence Restraining Orders (#GVROs), which I expanded under #AB61. https://t.co/yb7N3qfyDR",1582424480135098368,-0.15454545454545454,mitigé/informatif,0.7181818181818181,21579611
635002a829105322034755b8,2022-10-18T00:00:00.000Z,"Hurray!! Someone else left!! We don't really NEED anyone who doesn't give a dang about #GunViolence 

      But when it's Your #school or your street, remember WE were HERE!!!!",1582422350124896256,0.244140625,plutôt positif,0.1,259999787
635002a829105322034755b9,2022-10-18T00:00:00.000Z,"@andrewcuomo Wow, might just say we turned our head to his sexuality behavior we don’t need him out here misleading the #Democratic party, at this time. It shows he is retaliating where has been while the#Democrats passing things such as #InflationReductionAct? #GunViolence. Leave us Alone",1582422324170874880,0.05,mitigé/informatif,0.75,1348143840557981696
635002a829105322034755bb,2022-10-18T00:00:00.000Z,"#Democrats want to ban #AssaultRifles, require #BackgroundChecks &amp; tighten other #Gun laws to reduce #GunViolence. #Dems want reform to reduce #PoliceViolence also. #GOP wants to block these reforms.
#Democrat majority in #House/#Senate needed.

#Independents #Youth #YoungPeople",1582420810009964549,0.037500000000000006,mitigé/informatif,0.2375,1154952166815281157
635002a829105322034755ba,2022-10-18T00:00:00.000Z,"When you fail to address the problem of #gunviolence, won't even admit there is a problem, when you care more about protecting guns than children. This is a moral failure of the highest degree. This is a policy choice and we are making the wrong one.

https://t.co/vGH8pMHAIK",1582420976481882112,-0.16333333333333333,mitigé/informatif,0.45,167499481
635002a829105322034755bc,2022-10-18T00:00:00.000Z,"How can #YourVote contribute to #gunreform? Watch films that explore the impact of #gunviolence and what can be done to create change at the #Midterms2022: https://t.co/SFtTiswzzg 

@americareframed @aadocnetwork @caam @TerranceLPitts @phillymic @frontlinepbs @independentlens https://t.co/AQnfqYG3Fm",1582419315231322117,0,mitigé/informatif,0,155942920
635002a829105322034755be,2022-10-18T00:00:00.000Z,"How do families go on when they lose a child to gun violence?!? Michael Go
https://t.co/AZfTUhtFUR
#gunviolence #goodgrief #love",1582418552262258691,0.5,plutôt positif,0.6,1880336533
635002a829105322034755bd,2022-10-18T00:00:00.000Z,"Remember CSNY singing about children teaching their parents? Witness @ProjectUnloaded, empowering kids to decide what's cool (safety) &amp; what isn't (guns). #OKBoomer #LifeImitatesArt #GunViolence   @thedavidcrosby @TheGrahamNash @Stephen__Stills @Neilyoung https://t.co/wIyw0ZjSW9",1582418782508969984,0.35,plutôt positif,0.65,21705556
635002a829105322034755bf,2022-10-18T00:00:00.000Z,"All this money being spent I stead of just enacting common sense #guncontrol 🤬 Plus, who gave them the right to collect DNA and fingerprint #CHILDREN ? This is outrageous. #TexasSucks https://t.co/tAm8NCg6x4",1582418049013264385,-0.2785714285714286,plutôt négatif,0.5339285714285714,18905529
635002a829105322034755c0,2022-10-18T00:00:00.000Z,"Terrific story about @ProjectUnloaded's culture change campaign re: gun ownership. You know things are bad when kids worry more about #gunviolence than #ClimateChange or #AbortionRights. https://t.co/mZPku3m5q9",1582416064142774274,-0.06666666666666661,mitigé/informatif,0.7222222222222222,1461402643746758663
635002a829105322034755c1,2022-10-18T00:00:00.000Z,"Great to be interviewed by NPR's The Indicator from Planet Money podcast to discuss the new Gun and Ammunition Merchant Category Code (MCC). Definitely the most controversial change in MCC Code history. #creditcard #debitcard #guncontrol #podcast 
https://t.co/5RL0LUwbEG",1582416033494667267,0.39727272727272733,plutôt positif,0.6309090909090909,33261891
635002a829105322034755c2,2022-10-18T00:00:00.000Z,"@Jim_Jordan Yes, agree that Evidence continues that  #Prayer praying has not saved anyone from gunshots. #GUNviolence #guns #guncontrol",1582414433380274179,0,mitigé/informatif,0,1173769314
635002a829105322034755c3,2022-10-18T00:00:00.000Z,"When even police officers are being killed with guns, maybe we more #guncontrol https://t.co/lk00vGqrNJ",1582413618716413952,0.15,mitigé/informatif,0.25,1323457998505807873
635002a829105322034755c5,2022-10-18T00:00:00.000Z,"@BulletValentina how many people lose their life from gun violence, Kyrgyzstan to Chile every where you go one thing you do ,promoting gun ,even you have gun tattoos, it’s disgusting you never stand for those victim, also know one like your funny English #racisme #GUNviolence",1582408866188230663,-0.06499999999999999,mitigé/informatif,0.51,1269319848913440770
635002a829105322034755c4,2022-10-18T00:00:00.000Z,@RonFilipkowski And that one picture alone is reason enough for tougher #guncontrol laws. Cocaine addicts should NOT have access to weapons like that!,1582409534806425601,0,mitigé/informatif,0.5,49906297
635002a829105322034755c6,2022-10-18T00:00:00.000Z,"Pat Chesbro fighting for #ClimateAction, #ReproductiveRights, #Workers Rights and against #GUNviolence. I am voting for Pat. @ChooseChesbro 
https://t.co/SDbZgVq1oM",1582408170277699584,0,mitigé/informatif,0,3011641123
635002a829105322034755c7,2022-10-18T00:00:00.000Z,"How fucked up are we as a country that we have to start asking parents to fingerprint and DNA sample their children so we can have that data to identify their bodies later when they die in a mass shooting? JFC, I can't even... #GUNviolence #GunCulture #CultureOfViolence https://t.co/QMm9FUhB8g",1582406424985935872,-0.3,plutôt négatif,0.35,815739653483417600
635002a829105322034755c8,2022-10-18T00:00:00.000Z,". @drscottjensen got idea to correlate litter with gender, which actually is totally dissasociated from its original intent, which was ""go buckets"" a name for including items to support students, staff, including bodily functions,” in an emergency. 
#GUNviolence 
#JensenUnfit https://t.co/gwMFB3llQj",1582406353074520071,0.125,mitigé/informatif,0.5333333333333333,37209193
635002a829105322034755c9,2022-10-18T00:00:00.000Z,"New poll: Americans agree gun violence is a problem, but divided on causes

https://t.co/7w4h5jU3Zl

#GunControl #GunControlNow #WellRegulatedGunControl #AtPeaceWithNoGuns",1582405700579229696,0.13636363636363635,mitigé/informatif,0.45454545454545453,975135076261515264
